Date,Ticker,Open,Close
02/16/1885,_DJI3D,26.57862661,26.57862661
02/17/1885,_DJI3D,26.93436349,26.93436349
02/18/1885,_DJI3D,27.05294244,27.05294244
02/19/1885,_DJI3D,27.22657592,27.22657592
02/20/1885,_DJI3D,27.01059282,27.01059282
02/21/1885,_DJI3D,27.41291428,27.41291428
02/24/1885,_DJI3D,27.78982597,27.78982597
02/25/1885,_DJI3D,28.23449707,28.23449707
02/26/1885,_DJI3D,27.78982597,27.78982597
02/27/1885,_DJI3D,27.30280525,27.30280525
02/28/1885,_DJI3D,27.41714925,27.41714925
03/02/1885,_DJI3D,27.45526391,27.45526391
03/03/1885,_DJI3D,27.35785977,27.35785977
03/04/1885,_DJI3D,27.13340674,27.13340674
03/05/1885,_DJI3D,27.31551014,27.31551014
03/06/1885,_DJI3D,27.25622066,27.25622066
03/07/1885,_DJI3D,27.67548198,27.67548198
03/09/1885,_DJI3D,27.75171131,27.75171131
03/10/1885,_DJI3D,27.75594627,27.75594627
03/11/1885,_DJI3D,27.9465196,27.9465196
03/12/1885,_DJI3D,27.69242183,27.69242183
03/13/1885,_DJI3D,27.48914361,27.48914361
03/14/1885,_DJI3D,27.6161925,27.6161925
03/16/1885,_DJI3D,27.49337858,27.49337858
03/17/1885,_DJI3D,27.20540111,27.20540111
03/18/1885,_DJI3D,27.04870748,27.04870748
03/19/1885,_DJI3D,26.70991046,26.70991046
03/20/1885,_DJI3D,26.64638601,26.64638601
03/21/1885,_DJI3D,26.29064914,26.29064914
03/23/1885,_DJI3D,26.49816232,26.49816232
03/24/1885,_DJI3D,26.20171492,26.20171492
03/25/1885,_DJI3D,26.42193299,26.42193299
03/26/1885,_DJI3D,26.64215105,26.64215105
03/27/1885,_DJI3D,26.65062098,26.65062098
03/28/1885,_DJI3D,26.61250631,26.61250631
03/30/1885,_DJI3D,26.30335403,26.30335403
03/31/1885,_DJI3D,26.39652321,26.39652321
04/01/1885,_DJI3D,26.42616795,26.42616795
04/02/1885,_DJI3D,26.47275254,26.47275254
04/04/1885,_DJI3D,26.45157772,26.45157772
04/06/1885,_DJI3D,26.42616795,26.42616795
04/07/1885,_DJI3D,26.08313596,26.08313596
04/08/1885,_DJI3D,26.17630514,26.17630514
04/09/1885,_DJI3D,26.82848942,26.82848942
04/10/1885,_DJI3D,26.54474691,26.54474691
04/11/1885,_DJI3D,26.99365296,26.99365296
04/13/1885,_DJI3D,26.97671311,26.97671311
04/14/1885,_DJI3D,27.09105711,27.09105711
04/15/1885,_DJI3D,27.57807783,27.57807783
04/16/1885,_DJI3D,27.32398006,27.32398006
04/17/1885,_DJI3D,27.14187666,27.14187666
04/18/1885,_DJI3D,26.97671311,26.97671311
04/20/1885,_DJI3D,27.14187666,27.14187666
04/21/1885,_DJI3D,27.07411726,27.07411726
04/22/1885,_DJI3D,27.15458155,27.15458155
04/23/1885,_DJI3D,27.18846125,27.18846125
04/24/1885,_DJI3D,27.06141237,27.06141237
04/25/1885,_DJI3D,27.04447252,27.04447252
04/27/1885,_DJI3D,27.09105711,27.09105711
04/28/1885,_DJI3D,27.15458155,27.15458155
04/29/1885,_DJI3D,27.18846125,27.18846125
04/30/1885,_DJI3D,27.27316051,27.27316051
05/01/1885,_DJI3D,27.09105711,27.09105711
05/02/1885,_DJI3D,27.01906274,27.01906274
05/04/1885,_DJI3D,26.35417358,26.35417358
05/05/1885,_DJI3D,26.22288973,26.22288973
05/06/1885,_DJI3D,26.49392735,26.49392735
05/07/1885,_DJI3D,26.21865477,26.21865477
05/08/1885,_DJI3D,26.57862661,26.57862661
05/09/1885,_DJI3D,26.76919994,26.76919994
05/11/1885,_DJI3D,26.46851758,26.46851758
05/12/1885,_DJI3D,26.34993862,26.34993862
05/13/1885,_DJI3D,26.34993862,26.34993862
05/14/1885,_DJI3D,26.34993862,26.34993862
05/15/1885,_DJI3D,26.53627698,26.53627698
05/16/1885,_DJI3D,26.67179579,26.67179579
05/18/1885,_DJI3D,26.72685031,26.72685031
05/19/1885,_DJI3D,26.73108527,26.73108527
05/20/1885,_DJI3D,26.59556646,26.59556646
05/21/1885,_DJI3D,26.75226008,26.75226008
05/22/1885,_DJI3D,26.9555383,26.9555383
05/23/1885,_DJI3D,27.06141237,27.06141237
05/25/1885,_DJI3D,26.70144053,26.70144053
05/26/1885,_DJI3D,26.81154956,26.81154956
05/27/1885,_DJI3D,26.66756083,26.66756083
05/28/1885,_DJI3D,26.57439165,26.57439165
05/29/1885,_DJI3D,26.37534839,26.37534839
06/01/1885,_DJI3D,26.24829951,26.24829951
06/02/1885,_DJI3D,26.40075817,26.40075817
06/03/1885,_DJI3D,26.56592172,26.56592172
06/04/1885,_DJI3D,26.39652321,26.39652321
06/05/1885,_DJI3D,26.18901003,26.18901003
06/06/1885,_DJI3D,26.25676944,26.25676944
06/08/1885,_DJI3D,26.14242544,26.14242544
06/09/1885,_DJI3D,26.2271247,26.2271247
06/10/1885,_DJI3D,26.29064914,26.29064914
06/11/1885,_DJI3D,26.52780706,26.52780706
06/12/1885,_DJI3D,26.66756083,26.66756083
06/13/1885,_DJI3D,26.68873564,26.68873564
06/15/1885,_DJI3D,26.89624882,26.89624882
06/16/1885,_DJI3D,26.80307964,26.80307964
06/17/1885,_DJI3D,26.80307964,26.80307964
06/18/1885,_DJI3D,26.96400823,26.96400823
06/19/1885,_DJI3D,27.15881651,27.15881651
06/20/1885,_DJI3D,27.37903458,27.37903458
06/22/1885,_DJI3D,27.0232977,27.0232977
06/23/1885,_DJI3D,26.96824319,26.96824319
06/24/1885,_DJI3D,27.26469058,27.26469058
06/25/1885,_DJI3D,27.09529207,27.09529207
06/26/1885,_DJI3D,26.90895371,26.90895371
06/27/1885,_DJI3D,26.73108527,26.73108527
06/29/1885,_DJI3D,26.46851758,26.46851758
06/30/1885,_DJI3D,26.4092281,26.4092281
07/01/1885,_DJI3D,26.23559462,26.23559462
07/02/1885,_DJI3D,26.04078633,26.04078633
07/03/1885,_DJI3D,26.32452884,26.32452884
07/06/1885,_DJI3D,26.32452884,26.32452884
07/07/1885,_DJI3D,26.23135966,26.23135966
07/08/1885,_DJI3D,26.67179579,26.67179579
07/09/1885,_DJI3D,26.72685031,26.72685031
07/10/1885,_DJI3D,26.72685031,26.72685031
07/11/1885,_DJI3D,27.24775073,27.24775073
07/13/1885,_DJI3D,27.62466242,27.62466242
07/14/1885,_DJI3D,27.74324138,27.74324138
07/15/1885,_DJI3D,28.13709292,28.13709292
07/16/1885,_DJI3D,27.98886923,27.98886923
07/17/1885,_DJI3D,28.36154595,28.36154595
07/18/1885,_DJI3D,28.73422268,28.73422268
07/20/1885,_DJI3D,28.28108166,28.28108166
07/21/1885,_DJI3D,28.29378655,28.29378655
07/22/1885,_DJI3D,28.73422268,28.73422268
07/23/1885,_DJI3D,29.15771896,29.15771896
07/24/1885,_DJI3D,28.77657231,28.77657231
07/25/1885,_DJI3D,28.3446061,28.3446061
07/27/1885,_DJI3D,28.46318506,28.46318506
07/28/1885,_DJI3D,28.5267095,28.5267095
07/29/1885,_DJI3D,28.81468697,28.81468697
07/30/1885,_DJI3D,28.77657231,28.77657231
07/31/1885,_DJI3D,28.86127156,28.86127156
08/01/1885,_DJI3D,28.75116253,28.75116253
08/03/1885,_DJI3D,28.63258357,28.63258357
08/04/1885,_DJI3D,28.71728283,28.71728283
08/05/1885,_DJI3D,28.64952342,28.64952342
08/06/1885,_DJI3D,28.7892772,28.7892772
08/07/1885,_DJI3D,29.03490504,29.03490504
08/10/1885,_DJI3D,29.153484,29.153484
08/11/1885,_DJI3D,29.09842948,29.09842948
08/12/1885,_DJI3D,29.45416636,29.45416636
08/13/1885,_DJI3D,29.25935807,29.25935807
08/14/1885,_DJI3D,29.60662502,29.60662502
08/15/1885,_DJI3D,29.95389197,29.95389197
08/17/1885,_DJI3D,30.53408188,30.53408188
08/18/1885,_DJI3D,29.85648783,29.85648783
08/19/1885,_DJI3D,30.29692396,30.29692396
08/20/1885,_DJI3D,30.03859123,30.03859123
08/21/1885,_DJI3D,30.08094085,30.08094085
08/22/1885,_DJI3D,30.19951981,30.19951981
08/24/1885,_DJI3D,29.89036753,29.89036753
08/25/1885,_DJI3D,29.61085998,29.61085998
08/26/1885,_DJI3D,29.72520398,29.72520398
08/27/1885,_DJI3D,30.10211567,30.10211567
08/28/1885,_DJI3D,29.89883745,29.89883745
08/29/1885,_DJI3D,29.43299154,29.43299154
08/31/1885,_DJI3D,29.45416636,29.45416636
09/01/1885,_DJI3D,29.25935807,29.25935807
09/02/1885,_DJI3D,29.47110621,29.47110621
09/03/1885,_DJI3D,29.34829229,29.34829229
09/04/1885,_DJI3D,29.25088814,29.25088814
09/05/1885,_DJI3D,28.98408549,28.98408549
09/07/1885,_DJI3D,28.34037114,28.34037114
09/08/1885,_DJI3D,28.56905913,28.56905913
09/09/1885,_DJI3D,28.69187305,28.69187305
09/10/1885,_DJI3D,28.42083543,28.42083543
09/11/1885,_DJI3D,28.50976965,28.50976965
09/12/1885,_DJI3D,28.62834861,28.62834861
09/14/1885,_DJI3D,28.95867571,28.95867571
09/15/1885,_DJI3D,28.83162683,28.83162683
09/16/1885,_DJI3D,29.11536933,29.11536933
09/17/1885,_DJI3D,29.01796519,29.01796519
09/18/1885,_DJI3D,29.25088814,29.25088814
09/19/1885,_DJI3D,29.4499314,29.4499314
09/21/1885,_DJI3D,29.13230918,29.13230918
09/22/1885,_DJI3D,29.17465881,29.17465881
09/23/1885,_DJI3D,29.20006859,29.20006859
09/24/1885,_DJI3D,29.04337497,29.04337497
09/25/1885,_DJI3D,28.90785616,28.90785616
09/26/1885,_DJI3D,28.91632608,28.91632608
09/28/1885,_DJI3D,29.36099718,29.36099718
09/29/1885,_DJI3D,29.31017762,29.31017762
09/30/1885,_DJI3D,29.50922088,29.50922088
10/01/1885,_DJI3D,29.4499314,29.4499314
10/02/1885,_DJI3D,29.1873637,29.1873637
10/03/1885,_DJI3D,29.73790887,29.73790887
10/05/1885,_DJI3D,30.03859123,30.03859123
10/06/1885,_DJI3D,30.08517582,30.08517582
10/07/1885,_DJI3D,30.66113076,30.66113076
10/08/1885,_DJI3D,30.67383565,30.67383565
10/09/1885,_DJI3D,30.77970972,30.77970972
10/10/1885,_DJI3D,31.11427178,31.11427178
10/12/1885,_DJI3D,31.14815148,31.14815148
10/13/1885,_DJI3D,31.34295977,31.34295977
10/14/1885,_DJI3D,31.47000866,31.47000866
10/15/1885,_DJI3D,31.16085637,31.16085637
10/16/1885,_DJI3D,31.62246732,31.62246732
10/17/1885,_DJI3D,32.06713841,32.06713841
10/19/1885,_DJI3D,32.38052566,32.38052566
10/20/1885,_DJI3D,32.7404975,32.7404975
10/21/1885,_DJI3D,32.74896743,32.74896743
10/22/1885,_DJI3D,32.14336774,32.14336774
10/23/1885,_DJI3D,32.32547115,32.32547115
10/24/1885,_DJI3D,32.45675499,32.45675499
10/26/1885,_DJI3D,31.94432449,31.94432449
10/27/1885,_DJI3D,32.35088092,32.35088092
10/28/1885,_DJI3D,32.56686403,32.56686403
10/29/1885,_DJI3D,32.37205574,32.37205574
10/30/1885,_DJI3D,32.77861217,32.77861217
10/31/1885,_DJI3D,33.13858401,33.13858401
11/02/1885,_DJI3D,33.13434904,33.13434904
11/04/1885,_DJI3D,32.88025127,32.88025127
11/05/1885,_DJI3D,33.33339229,33.33339229
11/06/1885,_DJI3D,33.0369449,33.0369449
11/07/1885,_DJI3D,33.38844681,33.38844681
11/09/1885,_DJI3D,33.20210845,33.20210845
11/10/1885,_DJI3D,33.47314607,33.47314607
11/11/1885,_DJI3D,33.98557657,33.98557657
11/12/1885,_DJI3D,33.95169687,33.95169687
11/13/1885,_DJI3D,34.22273449,34.22273449
11/14/1885,_DJI3D,33.93475701,33.93475701
11/16/1885,_DJI3D,34.13803523,34.13803523
11/17/1885,_DJI3D,34.57000144,34.57000144
11/18/1885,_DJI3D,34.67164054,34.67164054
11/19/1885,_DJI3D,35.04431727,35.04431727
11/20/1885,_DJI3D,34.7563398,34.7563398
11/21/1885,_DJI3D,34.27355404,34.27355404
11/23/1885,_DJI3D,33.77382843,33.77382843
11/24/1885,_DJI3D,34.73093002,34.73093002
11/25/1885,_DJI3D,34.56153151,34.56153151
11/27/1885,_DJI3D,34.04063108,34.04063108
11/28/1885,_DJI3D,34.19732471,34.19732471
11/30/1885,_DJI3D,34.01098634,34.01098634
12/01/1885,_DJI3D,33.70606902,33.70606902
12/02/1885,_DJI3D,33.81194309,33.81194309
12/03/1885,_DJI3D,33.85429272,33.85429272
12/04/1885,_DJI3D,33.99404649,33.99404649
12/05/1885,_DJI3D,34.35401833,34.35401833
12/07/1885,_DJI3D,33.8797025,33.8797025
12/08/1885,_DJI3D,33.97287168,33.97287168
12/09/1885,_DJI3D,33.88393746,33.88393746
12/10/1885,_DJI3D,33.37574192,33.37574192
12/11/1885,_DJI3D,33.42232651,33.42232651
12/12/1885,_DJI3D,32.89295616,32.89295616
12/14/1885,_DJI3D,32.58803884,32.58803884
12/15/1885,_DJI3D,33.19363852,33.19363852
12/16/1885,_DJI3D,33.75688858,33.75688858
12/17/1885,_DJI3D,33.49008592,33.49008592
12/18/1885,_DJI3D,33.68912917,33.68912917
12/19/1885,_DJI3D,33.46044118,33.46044118
12/21/1885,_DJI3D,33.2190483,33.2190483
12/22/1885,_DJI3D,32.6261535,32.6261535
12/23/1885,_DJI3D,32.70238284,32.70238284
12/24/1885,_DJI3D,33.08352949,33.08352949
12/26/1885,_DJI3D,33.75265361,33.75265361
12/28/1885,_DJI3D,33.44350133,33.44350133
